strain	log2(PTR)	sampleID	plant	syncom	treatment	generation	line	sample_type	condition
LjRoot59	0.06865798436952106	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
LjRoot60	0.03467345069416564	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
LjRoot72	0.0609526542878013	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
Root123D2	0.047171976326317804	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
Root1310	0.06736327179961751	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
Root418	0.07989599904642071	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
Root480	0.11947509755020881	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
Root61	0.07829309856548784	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
Root685	0.0761215136184985	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
Root695	0.08528049277927433	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
Root77	0.12128056673879671	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
Root935	0.029439979901751623	g16_c12	col0	mixed	non-native	16	c12	competition	col0_mixed
LjNodule218	0.18863421415054527	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot17	0.11999952613784386	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot222	0.1802281867951335	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot262	0.07753592392924502	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot33	0.028308817846666206	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot44	0.0368770017619882	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot46	0.12148568238139637	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot52	0.09856856986728135	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot59	0.04227008963575594	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot60	0.03759862516273892	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot72	0.0657198811791804	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjRoot80	0.06380064272148249	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
Root123D2	0.03725004804203729	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
Root1310	0.046962094205961515	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
Root418	0.029879702767807572	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
Root480	0.12945752547516895	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
Root61	0.09012460002446002	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
Root685	0.0645908956853366	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
Root695	0.16055833773655648	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
Root77	0.025851070829133575	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
Root83	0.14576452289901942	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
Root935	0.06445210132734532	g16_c13	col0	mixed	non-native	16	c13	competition	col0_mixed
LjNodule218	0.13100132295804523	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot17	0.03487060749237873	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot222	0.18643857997432792	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot262	0.03982344709403991	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot33	0.056151592049838765	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot44	0.04779177781408631	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot46	0.11069111215328545	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot52	0.011238402860948694	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot59	0.027107883531792887	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot60	0.024555829770462875	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot72	0.08345038673285277	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot80	0.09593584494342108	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjRoot82	0.0746892386073019	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root123D2	0.05226171348456045	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root1310	0.020939600214348795	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root265	0.0688927986268245	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root418	0.047534187932925825	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root480	0.06434549067067548	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root61	0.08167989803407862	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root685	0.07774265289944948	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root695	0.12155538479052704	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root77	0.07319449496307782	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root83	0.07461532125746899	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
Root935	0.051894692443660496	g16_c14	col0	mixed	non-native	16	c14	competition	col0_mixed
LjNodule218	0.10826338095831761	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot1	0.1066712603489304	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot222	0.13337167072739683	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot262	0.06481154029341037	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot33	0.08138053547559668	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot44	0.06294234517148624	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot46	0.10397903615795859	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot52	0.11086976161525745	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot59	0.13462647770322242	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot60	0.05756365005168743	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot72	0.11453798650173744	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjRoot80	0.07753529264475639	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
Root123D2	0.1359214046950242	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
Root265	0.06098930850841068	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
Root418	0.025146383441985696	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
Root480	0.0584132875701567	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
Root61	0.05840614472247411	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
Root685	0.085063479650454	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
Root695	0.19174573133577122	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
Root77	0.08733569436407733	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
Root83	0.139212618862772	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
Root935	0.04585585951616168	g16_c16	gifu	mixed	non-native	16	c16	competition	gifu_mixed
LjNodule218	0.055801285885601924	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
LjRoot1	0.14845902497169527	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
LjRoot222	0.153562700596053	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
LjRoot262	0.07252771791192145	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
LjRoot33	0.060222663736484744	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
LjRoot44	0.09571466820082046	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
LjRoot46	0.07373757649618252	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
LjRoot59	0.019580648841651112	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
LjRoot72	0.07565337403744857	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
LjRoot80	0.1321218480271508	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
Root123D2	0.1235948175445282	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
Root265	0.18364211885987228	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
Root418	0.06026745782435651	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
Root480	0.04407684511492976	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
Root61	0.07700271831187484	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
Root695	0.12114594277946164	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
Root77	0.09510527898912027	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
Root935	0.07189216270623304	g16_c17	gifu	mixed	non-native	16	c17	competition	gifu_mixed
LjNodule218	0.06692281222746332	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot1	0.08145370568517322	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot222	0.1740840758486326	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot262	0.09447058053778486	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot33	0.031888341940682775	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot44	0.033584717134750905	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot46	0.08517218489574381	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot52	0.07398713220902937	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot59	0.07889932434524143	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot60	0.05378903377199359	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot72	0.20884768115624974	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot80	0.08928999946752211	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjRoot82	0.18173611192289482	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root123D2	0.11587240932633372	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root1310	0.06301500058867832	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root265	0.06841032423454435	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root418	0.029927587625757982	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root480	0.030872789013298037	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root61	0.10583539919098021	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root685	0.07289812647077029	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root695	0.13515771244798092	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root77	0.11328363288347239	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root83	0.049364781022089	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
Root935	0.07809977391458549	g16_c18	gifu	mixed	non-native	16	c18	competition	gifu_mixed
LjNodule218	0.20501155687817946	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot17	0.15855940038078725	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot1	0.10396070750821852	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot222	0.19526811946659126	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot262	0.048962021509676996	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot33	0.048558051595210525	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot44	0.03878140175564777	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot46	0.03726746130154761	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot52	0.10416844030007665	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot59	0.15981988170174524	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot60	0.05652175705214688	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot72	0.1319520518840218	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot80	0.0203547252020536	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjRoot82	0.16469757526647918	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
Root123D2	0.07277080342028923	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
Root1310	0.12062620644531113	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
Root265	0.07649606644142812	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
Root418	0.05072057727094614	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
Root480	0.03473861163232561	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
Root61	0.10618461945665075	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
Root695	0.2062192220257724	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
Root77	0.09411747533275039	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
Root83	0.05315812788025498	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
Root935	0.06197168100764992	g16_c19	gifu	mixed	non-native	16	c19	competition	gifu_mixed
LjNodule218	0.1778144041398356	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjRoot222	0.21210748674947183	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjRoot262	0.04117417391969834	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjRoot33	0.009244918160761579	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjRoot44	0.09345054027863449	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjRoot46	0.09981210878278231	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjRoot52	0.09468671342428792	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjRoot59	0.019101946009297658	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjRoot60	0.0920707570824616	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjRoot72	0.047012834234140884	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjRoot82	0.10222706869443397	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root123D2	0.05480582857106223	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root1310	0.036865485634661826	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root265	0.10852837989514354	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root29	0.09305339736025088	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root418	0.02182871737880883	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root480	0.059953801751981235	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root61	0.040664459289780734	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root685	0.05834961580304343	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root695	0.11855409453711178	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root77	0.04040080816371891	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
Root935	0.03321818778348589	g16_c21	col0	mixed	native	16	c21	competition	col0_mixed
LjNodule218	0.12334121917556118	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjRoot222	0.12122523038201	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjRoot262	0.060906795682320124	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjRoot33	0.03750058688534618	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjRoot44	0.01665371225665445	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjRoot46	0.1594281894723317	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjRoot52	0.1702983119257271	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjRoot59	0.02835972884211645	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjRoot60	0.04669278925773857	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjRoot72	0.06056081948509733	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjRoot80	0.07657075679328831	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root123D2	0.03317213251830271	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root1310	0.029563923004683378	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root265	0.08235786562292732	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root29	0.08622718140132445	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root418	0.03759896098735251	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root480	0.06831109994834537	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root61	0.0652245582582018	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root685	0.048133441044718346	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root695	0.09477570388306805	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root77	0.07964988151052338	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
Root935	0.04892636317366183	g16_c22	col0	mixed	native	16	c22	competition	col0_mixed
LjNodule218	0.17057479880476248	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot1	0.15197429896020792	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot222	0.09516736201362819	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot262	0.05440782362025722	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot33	0.04344901830515525	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot44	0.10013702928443874	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot46	0.05066882648239838	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot52	0.09139139406486634	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot59	0.05184987881721519	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot60	0.018687277481471972	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot72	0.08277022258566459	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot80	0.0425174490982133	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjRoot82	0.13352661453628745	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
Root123D2	0.041510331500581636	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
Root1310	0.04677854767621476	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
Root265	0.08757237918875695	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
Root418	0.04476644398544446	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
Root480	0.08905616315636347	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
Root61	0.06240263335792113	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
Root685	0.048769604435868905	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
Root695	0.14574913774514078	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
Root77	0.13442977143505264	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
Root935	0.04927732069559166	g16_c23	col0	mixed	native	16	c23	competition	col0_mixed
LjNodule218	0.14641299645497788	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot17	0.1871561348057282	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot1	0.07569059037293979	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot222	0.1500011895008855	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot262	0.047284405193915933	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot33	0.07390876184229155	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot44	0.06362465848682804	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot46	0.1112742390437585	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot52	0.2491884614632973	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot59	0.06369314596939932	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot60	0.03907122899735728	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot72	0.07243440416393519	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot80	0.036765241264542926	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
LjRoot82	0.050334980580009875	g16_c24	col0	mixed	native	16	c24	competition	col0_mixed
