line	generation	sample_type	weight	plant	syncom	condition
13	14	generation	71.6	gifu	at	non-native
13	14	generation	93.3	gifu	at	non-native
13	14	generation	122.8	gifu	at	non-native
14	14	generation	15.0	gifu	at	non-native
14	14	generation	23.299999999999997	gifu	at	non-native
14	14	generation	52.10000000000002	gifu	at	non-native
14	14	generation	85.49999999999997	gifu	at	non-native
14	14	generation	119.80000000000001	gifu	at	non-native
14	14	generation	204.10000000000002	gifu	at	non-native
15	14	generation	103.2	gifu	at	non-native
15	14	generation	137.39999999999998	gifu	at	non-native
15	14	generation	146.6	gifu	at	non-native
16	14	generation	36.3	gifu	lj	native
16	14	generation	64.89999999999998	gifu	lj	native
16	14	generation	92.80000000000001	gifu	lj	native
16	14	generation	109.70000000000002	gifu	lj	native
16	14	generation	126.8	gifu	lj	native
16	14	generation	151.89999999999998	gifu	lj	native
17	14	generation	78.59999999999997	gifu	lj	native
17	14	generation	97.00000000000003	gifu	lj	native
17	14	generation	108.69999999999999	gifu	lj	native
17	14	generation	116.9	gifu	lj	native
17	14	generation	121.00000000000006	gifu	lj	native
17	14	generation	129.0	gifu	lj	native
18	14	generation	98.30000000000001	gifu	lj	native
18	14	generation	101.0	gifu	lj	native
18	14	generation	121.0	gifu	lj	native
18	14	generation	133.2	gifu	lj	native
18	14	generation	134.0	gifu	lj	native
18	14	generation	148.20000000000005	gifu	lj	native
19	14	generation	19.900000000000034	gifu	lj	native
19	14	generation	97.69999999999999	gifu	lj	native
19	14	generation	98.5	gifu	lj	native
19	14	generation	130.2	gifu	lj	native
19	14	generation	143.5	gifu	lj	native
2	14	generation	16.4	col0	at	native
2	14	generation	24.5	col0	at	native
2	14	generation	43.50000000000003	col0	at	native
2	14	generation	57.400000000000006	col0	at	native
2	14	generation	62.29999999999998	col0	at	native
2	14	generation	63.00000000000001	col0	at	native
20	14	generation	71.20000000000005	gifu	lj	native
20	14	generation	97.0	gifu	lj	native
20	14	generation	109.6	gifu	lj	native
20	14	generation	122.4	gifu	lj	native
20	14	generation	132.8	gifu	lj	native
20	14	generation	140.49999999999994	gifu	lj	native
3	14	generation	35.900000000000034	col0	at	native
3	14	generation	44.1	col0	at	native
3	14	generation	45.89999999999998	col0	at	native
3	14	generation	64.6	col0	at	native
3	14	generation	87.6	col0	at	native
3	14	generation	96.4	col0	at	native
4	14	generation	27.200000000000003	col0	at	native
4	14	generation	30.19999999999999	col0	at	native
4	14	generation	38.0	col0	at	native
4	14	generation	50.599999999999994	col0	at	native
4	14	generation	70.4	col0	at	native
4	14	generation	80.8	col0	at	native
5	14	generation	31.599999999999994	col0	at	native
5	14	generation	49.400000000000006	col0	at	native
5	14	generation	54.60000000000002	col0	at	native
5	14	generation	64.69999999999999	col0	at	native
5	14	generation	84.99999999999999	col0	at	native
5	14	generation	120.7	col0	at	native
6	14	generation	51.599999999999994	col0	lj	non-native
6	14	generation	52.19999999999999	col0	lj	non-native
6	14	generation	60.89999999999998	col0	lj	non-native
6	14	generation	72.4	col0	lj	non-native
6	14	generation	72.80000000000001	col0	lj	non-native
6	14	generation	81.90000000000003	col0	lj	non-native
6.2	14	generation	96.7	col0	lj	non-native
6.2	14	generation	130.39999999999998	col0	lj	non-native
6.2	14	generation	157.50000000000003	col0	lj	non-native
7	14	generation	19.599999999999994	col0	lj	non-native
7	14	generation	24.399999999999977	col0	lj	non-native
7	14	generation	50.19999999999999	col0	lj	non-native
7	14	generation	72.20000000000002	col0	lj	non-native
7	14	generation	83.6	col0	lj	non-native
7	14	generation	101.70000000000002	col0	lj	non-native
7.2	14	generation	69.30000000000001	col0	lj	non-native
7.2	14	generation	94.80000000000001	col0	lj	non-native
7.2	14	generation	148.0	col0	lj	non-native
8	14	generation	95.6	col0	lj	non-native
8	14	generation	140.4	col0	lj	non-native
8.2	14	generation	47.19999999999999	col0	lj	non-native
8.2	14	generation	111.3	col0	lj	non-native
8.2	14	generation	123.00000000000001	col0	lj	non-native
9	14	generation	14.099999999999994	col0	lj	non-native
9	14	generation	21.799999999999997	col0	lj	non-native
9	14	generation	40.699999999999996	col0	lj	non-native
9	14	generation	56.1	col0	lj	non-native
axenic_at	14	axenic	14.599999999999994	col0		
axenic_at	14	axenic	25.60000000000001	col0		
axenic_at	14	axenic	28.100000000000136	col0		
axenic_at	14	axenic	33.20000000000002	col0		
axenic_at	14	axenic	34.0	col0		
axenic_at	14	axenic	38.69999999999999	col0		
axenic_at	14	axenic	41.30000000000007	col0		
axenic_at	14	axenic	42.30000000000001	col0		
axenic_at	14	axenic	46.19999999999999	col0		
axenic_at	14	axenic	54.80000000000007	col0		
axenic_at	14	axenic	55.39999999999998	col0		
axenic_at	14	axenic	57.69999999999982	col0		
axenic_at	14	axenic	73.89999999999999	col0		
axenic_at	14	axenic	90.6	col0		
axenic_at	14	axenic	99.6	col0		
axenic_at	14	axenic	130.60000000000002	col0		
axenic_at	14	axenic	132.79999999999995	col0		
axenic_at	14	axenic	153.8	col0		
axenic_lj	14	axenic	33.59999999999991	gifu		
axenic_lj	14	axenic	35.200000000000045	gifu		
axenic_lj	14	axenic	40.30000000000018	gifu		
axenic_lj	14	axenic	44.89999999999998	gifu		
axenic_lj	14	axenic	46.5	gifu		
axenic_lj	14	axenic	53.59999999999991	gifu		
axenic_lj	14	axenic	57.19999999999982	gifu		
axenic_lj	14	axenic	58.50000000000023	gifu		
axenic_lj	14	axenic	60.09999999999991	gifu		
axenic_lj	14	axenic	61.39999999999998	gifu		
axenic_lj	14	axenic	62.5	gifu		
axenic_lj	14	axenic	63.700000000000045	gifu		
axenic_lj	14	axenic	75.5	gifu		
axenic_lj	14	axenic	76.60000000000002	gifu		
axenic_lj	14	axenic	77.69999999999982	gifu		
axenic_lj	14	axenic	79.0	gifu		
axenic_lj	14	axenic	80.4	gifu		
axenic_lj	14	axenic	86.40000000000009	gifu		
axenic_lj	14	axenic	87.29999999999995	gifu		
axenic_lj	14	axenic	89.60000000000002	gifu		
axenic_lj	14	axenic	89.70000000000005	gifu		
axenic_lj	14	axenic	93.69999999999999	gifu		
axenic_lj	14	axenic	94.79999999999995	gifu		
axenic_lj	14	axenic	97.50000000000003	gifu		
axenic_lj	14	axenic	98.10000000000014	gifu		
axenic_lj	14	axenic	101.60000000000002	gifu		
axenic_lj	14	axenic	107.90000000000009	gifu		
axenic_lj	14	axenic	119.5	gifu		
c1	14	competition	24.0	col0	mixed	native
c1	14	competition	36.1	col0	mixed	native
c10	14	competition	50.69999999999999	gifu	mixed	native
c10	14	competition	60.80000000000001	gifu	mixed	native
c10	14	competition	110.9	gifu	mixed	native
c11	14	competition	21.9	col0	mixed	non-native
c11	14	competition	24.6	col0	mixed	non-native
c11	14	competition	65.2	col0	mixed	non-native
c12	14	competition	54.6	col0	mixed	non-native
c12	14	competition	113.30000000000001	col0	mixed	non-native
c13	14	competition	25.0	col0	mixed	non-native
c13	14	competition	47.30000000000001	col0	mixed	non-native
c13	14	competition	93.0	col0	mixed	non-native
c14	14	competition	41.89999999999999	col0	mixed	non-native
c14	14	competition	47.39999999999999	col0	mixed	non-native
c14	14	competition	75.4	col0	mixed	non-native
c15	14	competition	32.8	col0	mixed	non-native
c15	14	competition	85.9	col0	mixed	non-native
c16	14	competition	81.6	gifu	mixed	non-native
c16	14	competition	91.50000000000003	gifu	mixed	non-native
c16	14	competition	120.0	gifu	mixed	non-native
c17	14	competition	75.20000000000002	gifu	mixed	non-native
c17	14	competition	113.49999999999997	gifu	mixed	non-native
c17	14	competition	128.2	gifu	mixed	non-native
c18	14	competition	78.69999999999999	gifu	mixed	non-native
c18	14	competition	95.0	gifu	mixed	non-native
c18	14	competition	128.60000000000002	gifu	mixed	non-native
c19	14	competition	94.0	gifu	mixed	non-native
c19	14	competition	144.6	gifu	mixed	non-native
c19	14	competition	156.00000000000003	gifu	mixed	non-native
c2	14	competition	53.500000000000014	col0	mixed	native
c2	14	competition	81.3	col0	mixed	native
c2	14	competition	82.29999999999998	col0	mixed	native
c20	14	competition	82.19999999999999	gifu	mixed	non-native
c20	14	competition	82.9	gifu	mixed	non-native
c20	14	competition	111.6	gifu	mixed	non-native
c3	14	competition	47.400000000000006	col0	mixed	native
c3	14	competition	107.4	col0	mixed	native
c4	14	competition	72.29999999999998	col0	mixed	native
c4	14	competition	100.9	col0	mixed	native
c5	14	competition	45.099999999999994	col0	mixed	native
c5	14	competition	113.3	col0	mixed	native
c5	14	competition	122.10000000000001	col0	mixed	native
c6	14	competition	71.0	gifu	mixed	native
c6	14	competition	71.80000000000001	gifu	mixed	native
c6	14	competition	96.1	gifu	mixed	native
c7	14	competition	89.70000000000002	gifu	mixed	native
c7	14	competition	125.6	gifu	mixed	native
c7	14	competition	164.5	gifu	mixed	native
c8	14	competition	95.8	gifu	mixed	native
c8	14	competition	99.29999999999998	gifu	mixed	native
c8	14	competition	104.8	gifu	mixed	native
c9	14	competition	40.5	gifu	mixed	native
c9	14	competition	108.5	gifu	mixed	native
c9	14	competition	143.10000000000002	gifu	mixed	native
1	15	generation	43.0	col0	at	native
1	15	generation	57.0	col0	at	native
1	15	generation	66.30000000000001	col0	at	native
1	15	generation	72.9	col0	at	native
1	15	generation	79.6	col0	at	native
1	15	generation	88.5	col0	at	native
10	15	generation	15.5	col0	lj	non-native
10	15	generation	43.900000000000006	col0	lj	non-native
10	15	generation	59.3	col0	lj	non-native
10	15	generation	81.39999999999999	col0	lj	non-native
10	15	generation	88.50000000000003	col0	lj	non-native
10	15	generation	126.29999999999995	col0	lj	non-native
11	15	generation	82.69999999999999	gifu	at	non-native
11	15	generation	104.20000000000002	gifu	at	non-native
11	15	generation	141.9	gifu	at	non-native
12	15	generation	54.0	gifu	at	non-native
12	15	generation	99.39999999999998	gifu	at	non-native
12	15	generation	128.39999999999998	gifu	at	non-native
12	15	generation	133.70000000000002	gifu	at	non-native
12	15	generation	163.40000000000003	gifu	at	non-native
12	15	generation	168.1	gifu	at	non-native
13	15	generation	65.69999999999999	gifu	at	non-native
13	15	generation	108.7	gifu	at	non-native
13	15	generation	116.8	gifu	at	non-native
14	15	generation	10.3	gifu	at	non-native
14	15	generation	49.39999999999998	gifu	at	non-native
14	15	generation	55.900000000000006	gifu	at	non-native
14	15	generation	65.60000000000001	gifu	at	non-native
14	15	generation	70.79999999999995	gifu	at	non-native
14	15	generation	152.90000000000003	gifu	at	non-native
15	15	generation	18.19999999999999	gifu	at	non-native
15	15	generation	52.39999999999998	gifu	at	non-native
15	15	generation	61.20000000000002	gifu	at	non-native
15	15	generation	65.80000000000001	gifu	at	non-native
15	15	generation	72.39999999999998	gifu	at	non-native
15	15	generation	112.4	gifu	at	non-native
16	15	generation	10.300000000000011	gifu	lj	native
16	15	generation	19.9	gifu	lj	native
16	15	generation	53.50000000000003	gifu	lj	native
16	15	generation	89.4	gifu	lj	native
16	15	generation	93.3	gifu	lj	native
16	15	generation	157.7	gifu	lj	native
17	15	generation	26.80000000000001	gifu	lj	native
17	15	generation	29.2	gifu	lj	native
17	15	generation	81.3	gifu	lj	native
17	15	generation	82.5	gifu	lj	native
17	15	generation	131.10000000000002	gifu	lj	native
17	15	generation	161.7	gifu	lj	native
18	15	generation	83.7	gifu	lj	native
18	15	generation	86.30000000000001	gifu	lj	native
18	15	generation	108.60000000000002	gifu	lj	native
18	15	generation	142.0	gifu	lj	native
18	15	generation	147.0	gifu	lj	native
18	15	generation	147.5	gifu	lj	native
19	15	generation	19.69999999999999	gifu	lj	native
19	15	generation	68.0	gifu	lj	native
19	15	generation	76.1	gifu	lj	native
19	15	generation	123.20000000000005	gifu	lj	native
19	15	generation	146.8	gifu	lj	native
19	15	generation	161.4	gifu	lj	native
2	15	generation	46.5	col0	at	native
2	15	generation	93.2	col0	at	native
2	15	generation	103.70000000000002	col0	at	native
2	15	generation	109.2	col0	at	native
20	15	generation	10.3	gifu	lj	native
20	15	generation	21.399999999999977	gifu	lj	native
20	15	generation	43.599999999999994	gifu	lj	native
20	15	generation	114.10000000000002	gifu	lj	native
20	15	generation	120.19999999999999	gifu	lj	native
20	15	generation	144.4	gifu	lj	native
3	15	generation	20.5	col0	at	native
3	15	generation	57.80000000000001	col0	at	native
3	15	generation	71.19999999999999	col0	at	native
3	15	generation	76.3	col0	at	native
3	15	generation	86.20000000000002	col0	at	native
3	15	generation	94.8	col0	at	native
4	15	generation	56.499999999999986	col0	at	native
4	15	generation	58.5	col0	at	native
4	15	generation	71.5	col0	at	native
4	15	generation	87.2	col0	at	native
4	15	generation	91.19999999999999	col0	at	native
4	15	generation	107.80000000000001	col0	at	native
5	15	generation	13.0	col0	at	native
5	15	generation	81.0	col0	at	native
5	15	generation	87.9	col0	at	native
5	15	generation	130.9	col0	at	native
6.2	15	generation	86.89999999999998	col0	lj	non-native
6.2	15	generation	111.70000000000005	col0	lj	non-native
6.2	15	generation	125.09999999999997	col0	lj	non-native
6.2	15	generation	147.69999999999993	col0	lj	non-native
6.2	15	generation	188.20000000000005	col0	lj	non-native
6.2	15	generation	239.3	col0	lj	non-native
7	15	generation	43.099999999999966	col0	lj	non-native
7	15	generation	48.3	col0	lj	non-native
7	15	generation	62.2	col0	lj	non-native
7	15	generation	67.0	col0	lj	non-native
7	15	generation	71.5	col0	lj	non-native
7	15	generation	122.80000000000001	col0	lj	non-native
7.2	15	generation	68.6	col0	lj	non-native
7.2	15	generation	77.70000000000002	col0	lj	non-native
7.2	15	generation	131.2	col0	lj	non-native
7.2	15	generation	133.5	col0	lj	non-native
7.2	15	generation	143.29999999999995	col0	lj	non-native
8	15	generation	11.2	col0	lj	non-native
8	15	generation	55.2	col0	lj	non-native
8	15	generation	56.69999999999999	col0	lj	non-native
8	15	generation	102.20000000000002	col0	lj	non-native
8.2	15	generation	25.800000000000068	col0	lj	non-native
8.2	15	generation	64.50000000000003	col0	lj	non-native
8.2	15	generation	71.6	col0	lj	non-native
8.2	15	generation	88.79999999999995	col0	lj	non-native
8.2	15	generation	164.0	col0	lj	non-native
8.2	15	generation	176.5	col0	lj	non-native
9	15	generation	29.399999999999977	col0	lj	non-native
9	15	generation	55.00000000000003	col0	lj	non-native
9	15	generation	63.8	col0	lj	non-native
9	15	generation	79.19999999999999	col0	lj	non-native
9	15	generation	139.8	col0	lj	non-native
axenic_at	15	axenic	8.2	col0		
axenic_at	15	axenic	9.899999999999977	col0		
axenic_at	15	axenic	10.0	col0		
axenic_at	15	axenic	12.799999999999955	col0		
axenic_at	15	axenic	22.799999999999983	col0		
axenic_at	15	axenic	30.0	col0		
axenic_at	15	axenic	34.700000000000045	col0		
axenic_at	15	axenic	35.299999999999955	col0		
axenic_at	15	axenic	37.5	col0		
axenic_at	15	axenic	39.5	col0		
axenic_at	15	axenic	52.89999999999998	col0		
axenic_at	15	axenic	60.19999999999999	col0		
axenic_at	15	axenic	63.90000000000009	col0		
axenic_at	15	axenic	66.40000000000009	col0		
axenic_at	15	axenic	67.29999999999995	col0		
axenic_at	15	axenic	81.20000000000005	col0		
axenic_at	15	axenic	81.5	col0		
axenic_at	15	axenic	83.89999999999999	col0		
axenic_at	15	axenic	100.20000000000005	col0		
axenic_at	15	axenic	104.5	col0		
axenic_at	15	axenic	145.5	col0		
axenic_at	15	axenic	163.3	col0		
axenic_at	15	axenic	179.10000000000002	col0		
axenic_at	15	axenic	221.79999999999995	col0		
axenic_at	15	axenic	251.70000000000005	col0		
axenic_at	15	axenic	252.79999999999995	col0		
axenic_lj	15	axenic	10.100000000000023	gifu		
axenic_lj	15	axenic	10.399999999999977	gifu		
axenic_lj	15	axenic	21.0	gifu		
axenic_lj	15	axenic	23.600000000000023	gifu		
axenic_lj	15	axenic	32.10000000000002	gifu		
axenic_lj	15	axenic	34.39999999999998	gifu		
axenic_lj	15	axenic	38.0	gifu		
axenic_lj	15	axenic	43.89999999999998	gifu		
axenic_lj	15	axenic	61.0	gifu		
axenic_lj	15	axenic	65.10000000000002	gifu		
axenic_lj	15	axenic	67.0	gifu		
axenic_lj	15	axenic	70.10000000000002	gifu		
axenic_lj	15	axenic	76.10000000000002	gifu		
axenic_lj	15	axenic	77.89999999999998	gifu		
axenic_lj	15	axenic	89.09999999999991	gifu		
axenic_lj	15	axenic	89.3	gifu		
axenic_lj	15	axenic	119.60000000000002	gifu		
axenic_lj	15	axenic	126.70000000000005	gifu		
axenic_lj	15	axenic	136.2	gifu		
axenic_lj	15	axenic	141.89999999999998	gifu		
c1	15	competition	36.6	col0	mixed	native
c1	15	competition	39.6	col0	mixed	native
c1	15	competition	54.499999999999986	col0	mixed	native
c10	15	competition	107.7	gifu	mixed	native
c11	15	competition	10.199999999999989	col0	mixed	non-native
c11	15	competition	114.9	col0	mixed	non-native
c11	15	competition	132.1	col0	mixed	non-native
c12	15	competition	111.09999999999997	col0	mixed	non-native
c12	15	competition	141.3	col0	mixed	non-native
c12	15	competition	154.0	col0	mixed	non-native
c13	15	competition	44.599999999999994	col0	mixed	non-native
c13	15	competition	62.2	col0	mixed	non-native
c13	15	competition	70.2	col0	mixed	non-native
c14	15	competition	84.5	col0	mixed	non-native
c14	15	competition	88.49999999999997	col0	mixed	non-native
c14	15	competition	127.4	col0	mixed	non-native
c15	15	competition	57.3	col0	mixed	non-native
c15	15	competition	69.60000000000002	col0	mixed	non-native
c15	15	competition	101.89999999999999	col0	mixed	non-native
c16	15	competition	30.1	gifu	mixed	non-native
c16	15	competition	60.1	gifu	mixed	non-native
c16	15	competition	65.99999999999999	gifu	mixed	non-native
c17	15	competition	88.39999999999999	gifu	mixed	non-native
c17	15	competition	103.40000000000003	gifu	mixed	non-native
c17	15	competition	120.8	gifu	mixed	non-native
c18	15	competition	53.599999999999994	gifu	mixed	non-native
c18	15	competition	113.69999999999999	gifu	mixed	non-native
c18	15	competition	115.6	gifu	mixed	non-native
c19	15	competition	48.5	gifu	mixed	non-native
c19	15	competition	83.99999999999999	gifu	mixed	non-native
c19	15	competition	113.7	gifu	mixed	non-native
c2	15	competition	40.2	col0	mixed	native
c2	15	competition	67.0	col0	mixed	native
c2	15	competition	79.69999999999999	col0	mixed	native
c2	15	competition	104.99999999999999	col0	mixed	native
c20	15	competition	34.9	gifu	mixed	non-native
c20	15	competition	46.800000000000004	gifu	mixed	non-native
c3	15	competition	50.800000000000004	col0	mixed	native
c3	15	competition	55.9	col0	mixed	native
c3	15	competition	59.10000000000001	col0	mixed	native
c4	15	competition	53.29999999999998	col0	mixed	native
c4	15	competition	72.10000000000002	col0	mixed	native
c4	15	competition	104.4	col0	mixed	native
c4	15	competition	132.8	col0	mixed	native
c5	15	competition	45.0	col0	mixed	native
c5	15	competition	71.4	col0	mixed	native
c5	15	competition	116.69999999999999	col0	mixed	native
c6	15	competition	29.299999999999997	gifu	mixed	native
c6	15	competition	30.700000000000003	gifu	mixed	native
c6	15	competition	57.8	gifu	mixed	native
c7	15	competition	81.19999999999999	gifu	mixed	native
c7	15	competition	87.79999999999998	gifu	mixed	native
c7	15	competition	108.9	gifu	mixed	native
c8	15	competition	20.0	gifu	mixed	native
c8	15	competition	56.2	gifu	mixed	native
c9	15	competition	72.3	gifu	mixed	native
c9	15	competition	83.20000000000002	gifu	mixed	native
c9	15	competition	128.3	gifu	mixed	native
axenic_at	16	axenic	24.400000000000034	col0		
axenic_at	16	axenic	24.899999999999977	col0		
axenic_at	16	axenic	31.599999999999966	col0		
axenic_at	16	axenic	42.60000000000002	col0		
axenic_at	16	axenic	46.39999999999998	col0		
axenic_at	16	axenic	63.10000000000002	col0		
axenic_at	16	axenic	219.0	col0		
axenic_lj	16	axenic	55.89999999999999	gifu		
axenic_lj	16	axenic	59.70000000000002	gifu		
axenic_lj	16	axenic	119.3	gifu		
c1	16	competition	119.30000000000001	col0	mixed	native
c1	16	competition	133.7	col0	mixed	native
c10	16	competition	60.099999999999994	gifu	mixed	native
c10	16	competition	72.5	gifu	mixed	native
c10	16	competition	80.6	gifu	mixed	native
c11	16	competition	73.8	col0	mixed	non-native
c11	16	competition	79.7	col0	mixed	non-native
c12	16	competition	79.9	col0	mixed	non-native
c12	16	competition	85.0	col0	mixed	non-native
c12	16	competition	89.69999999999999	col0	mixed	non-native
c13	16	competition	49.39999999999998	col0	mixed	non-native
c13	16	competition	59.30000000000001	col0	mixed	non-native
c13	16	competition	92.5	col0	mixed	non-native
c14	16	competition	126.8	col0	mixed	non-native
c14	16	competition	127.89999999999999	col0	mixed	non-native
c14	16	competition	130.60000000000002	col0	mixed	non-native
c16	16	competition	39.900000000000006	gifu	mixed	non-native
c16	16	competition	50.5	gifu	mixed	non-native
c17	16	competition	32.900000000000006	gifu	mixed	non-native
c17	16	competition	49.39999999999999	gifu	mixed	non-native
c17	16	competition	106.2	gifu	mixed	non-native
c18	16	competition	32.3	gifu	mixed	non-native
c18	16	competition	39.0	gifu	mixed	non-native
c19	16	competition	30.9	gifu	mixed	non-native
c19	16	competition	49.19999999999999	gifu	mixed	non-native
c19	16	competition	107.1	gifu	mixed	non-native
c2	16	competition	14.6	col0	mixed	native
c2	16	competition	107.80000000000001	col0	mixed	native
c21	16	competition	47.3	col0	mixed	native
c21	16	competition	101.89999999999999	col0	mixed	native
c21	16	competition	123.30000000000001	col0	mixed	native
c22	16	competition	90.19999999999999	col0	mixed	native
c22	16	competition	99.7	col0	mixed	native
c22	16	competition	119.3	col0	mixed	native
c23	16	competition	66.4	col0	mixed	native
c23	16	competition	81.5	col0	mixed	native
c24	16	competition	66.60000000000001	col0	mixed	native
c24	16	competition	83.89999999999998	col0	mixed	native
c24	16	competition	89.7	col0	mixed	native
c25	16	competition	82.49999999999997	col0	mixed	native
c25	16	competition	92.2	col0	mixed	native
c25	16	competition	101.2	col0	mixed	native
c26	16	competition	57.4	gifu	mixed	native
c26	16	competition	107.6	gifu	mixed	native
c27	16	competition	22.999999999999993	gifu	mixed	native
c27	16	competition	60.6	gifu	mixed	native
c28	16	competition	29.30000000000001	gifu	mixed	native
c28	16	competition	55.2	gifu	mixed	native
c28	16	competition	76.89999999999999	gifu	mixed	native
c29	16	competition	13.5	gifu	mixed	native
c29	16	competition	35.5	gifu	mixed	native
c29	16	competition	51.400000000000006	gifu	mixed	native
c3	16	competition	82.5	col0	mixed	native
c3	16	competition	205.7	col0	mixed	native
c30	16	competition	27.699999999999996	gifu	mixed	native
c30	16	competition	44.4	gifu	mixed	native
c30	16	competition	84.70000000000002	gifu	mixed	native
c31	16	competition	79.4	col0	mixed	non-native
c31	16	competition	108.9	col0	mixed	non-native
c31	16	competition	135.5	col0	mixed	non-native
c32	16	competition	76.80000000000001	col0	mixed	non-native
c32	16	competition	86.9	col0	mixed	non-native
c32	16	competition	95.6	col0	mixed	non-native
c33	16	competition	85.5	col0	mixed	non-native
c33	16	competition	106.0	col0	mixed	non-native
c33	16	competition	134.60000000000002	col0	mixed	non-native
c34	16	competition	26.5	col0	mixed	non-native
c34	16	competition	121.7	col0	mixed	non-native
c34	16	competition	161.40000000000003	col0	mixed	non-native
c36	16	competition	52.7	gifu	mixed	non-native
c36	16	competition	54.4	gifu	mixed	non-native
c36	16	competition	57.9	gifu	mixed	non-native
c37	16	competition	49.30000000000001	gifu	mixed	non-native
c37	16	competition	85.0	gifu	mixed	non-native
c37	16	competition	89.6	gifu	mixed	non-native
c38	16	competition	47.800000000000004	gifu	mixed	non-native
c38	16	competition	48.499999999999986	gifu	mixed	non-native
c38	16	competition	52.4	gifu	mixed	non-native
c39	16	competition	81.7	gifu	mixed	non-native
c39	16	competition	86.3	gifu	mixed	non-native
c39	16	competition	92.60000000000002	gifu	mixed	non-native
c4	16	competition	31.799999999999997	col0	mixed	native
c4	16	competition	56.900000000000006	col0	mixed	native
c4	16	competition	67.8	col0	mixed	native
c41	16	competition	95.5	col0	mixed	non-native
c41	16	competition	96.4	col0	mixed	non-native
c41	16	competition	106.99999999999997	col0	mixed	non-native
c42	16	competition	71.5	col0	mixed	non-native
c42	16	competition	75.0	col0	mixed	non-native
c42	16	competition	94.0	col0	mixed	non-native
c43	16	competition	108.6	col0	mixed	non-native
c43	16	competition	175.4	col0	mixed	non-native
c44	16	competition	21.299999999999997	gifu	mixed	non-native
c44	16	competition	55.30000000000001	gifu	mixed	non-native
c44	16	competition	84.7	gifu	mixed	non-native
c45	16	competition	47.0	gifu	mixed	non-native
c45	16	competition	70.5	gifu	mixed	non-native
c45	16	competition	94.1	gifu	mixed	non-native
c46	16	competition	11.0	gifu	mixed	non-native
c46	16	competition	71.7	gifu	mixed	non-native
c46	16	competition	83.39999999999999	gifu	mixed	non-native
c47	16	competition	21.0	col0	mixed	non-native
c47	16	competition	22.200000000000003	col0	mixed	non-native
c47	16	competition	112.89999999999999	col0	mixed	non-native
c48	16	competition	159.6	col0	mixed	non-native
c48	16	competition	189.50000000000003	col0	mixed	non-native
c49	16	competition	25.80000000000001	col0	mixed	non-native
c49	16	competition	92.6	col0	mixed	non-native
c49	16	competition	134.5	col0	mixed	non-native
c5	16	competition	73.6	col0	mixed	native
c5	16	competition	77.30000000000001	col0	mixed	native
c5	16	competition	110.20000000000002	col0	mixed	native
c50	16	competition	16.9	gifu	mixed	non-native
c50	16	competition	33.80000000000001	gifu	mixed	non-native
c50	16	competition	100.69999999999999	gifu	mixed	non-native
c51	16	competition	98.2	gifu	mixed	non-native
c52	16	competition	64.7	gifu	mixed	non-native
c52	16	competition	75.2	gifu	mixed	non-native
c52	16	competition	77.0	gifu	mixed	non-native
c6	16	competition	80.40000000000003	gifu	mixed	native
c6	16	competition	108.79999999999998	gifu	mixed	native
c6	16	competition	237.1	gifu	mixed	native
c7	16	competition	34.8	gifu	mixed	native
c7	16	competition	65.5	gifu	mixed	native
c7	16	competition	83.3	gifu	mixed	native
c8	16	competition	32.89999999999998	gifu	mixed	native
c8	16	competition	47.1	gifu	mixed	native
c8	16	competition	81.70000000000002	gifu	mixed	native
c9	16	competition	39.0	gifu	mixed	native
c9	16	competition	48.499999999999986	gifu	mixed	native
c9	16	competition	71.2	gifu	mixed	native
